City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,ulsteinvik,62.3432,5.8487,10.17,96,100,0.76,NO,1683865842
366,kovalam,8.3667,76.9967,32.05,70,40,1.03,IN,1683865843
367,norilsk,69.3535,88.2027,-13.65,87,66,4.88,RU,1683865843
368,dorsten,51.6667,6.9667,13.41,96,100,2.24,DE,1683865843
369,northam,51.0333,-4.2167,8.55,97,3,2.94,GB,1683865845
370,abepura,-2.6333,140.5833,34.45,46,20,1.54,ID,1683865845
371,fuxin,42.0156,121.6589,26.48,21,56,6.51,CN,1683865845
372,antsiranana,-12.2787,49.2917,25.42,73,20,3.09,MG,1683865846
373,bangui,4.3612,18.555,26.1,89,85,0.0,CF,1683865846
374,khamis mushait,18.3064,42.7292,20.58,30,0,2.57,SA,1683865847
375,tindouf,27.6711,-8.1474,24.25,33,0,8.23,DZ,1683865848
376,taoudenni,22.6783,-3.9836,31.09,11,89,3.73,ML,1683865848
377,nichinan,31.6,131.3667,20.82,52,52,2.66,JP,1683865850
378,miches,18.9836,-69.0476,24.21,86,34,2.22,DO,1683865850
379,magdagachi,53.45,125.8,17.06,53,100,4.47,RU,1683865851
380,ancud,-41.8697,-73.8203,12.21,98,100,2.61,CL,1683865851
381,zhytomyr,50.2649,28.6767,9.51,63,6,1.27,UA,1683865851
382,jabal os saraj,35.1183,69.2378,23.77,26,3,2.04,AF,1683865852
383,kapa'a,22.0752,-159.319,24.18,80,100,5.14,US,1683865689
384,port saint john's,-31.6229,29.5448,19.95,74,100,4.98,ZA,1683865853
385,mozarlandia,-14.7447,-50.5706,21.64,66,62,2.47,BR,1683865853
386,bridlington,54.0831,-0.1919,9.38,98,37,4.02,GB,1683865853
387,la paz,-16.5,-68.15,7.54,68,75,2.06,BO,1683865671
388,bodaybo,57.8506,114.1933,6.4,61,38,2.42,RU,1683865854
389,meadow lake,34.8014,-106.5436,18.71,37,4,1.31,US,1683865855
390,as samawah,31.332,45.2944,32.84,12,0,4.3,IQ,1683865855
391,suining,30.508,105.5733,28.31,31,16,4.06,CN,1683865855
392,ouani,-12.1322,44.4258,26.9,74,62,1.06,KM,1683865856
393,nako,31.8814,78.627,7.39,21,63,0.44,IN,1683865856
394,mount darwin,-16.7725,31.5838,15.25,73,2,0.94,ZW,1683865857
395,yeppoon,-23.1333,150.7333,25.88,62,13,7.76,AU,1683865857
396,moyale,3.5167,39.0584,20.47,80,97,3.27,KE,1683865857
397,zango,13.0515,8.4877,25.23,30,71,0.79,NG,1683865858
398,caleta de carquin,-11.0925,-77.6267,21.23,85,99,3.19,PE,1683865858
399,candelaria,13.9311,121.4233,30.77,67,68,2.82,PH,1683865859
400,tura,25.5198,90.2201,35.74,28,72,0.98,IN,1683865859
401,grand falls-windsor,48.9332,-55.6649,0.28,81,29,1.22,CA,1683865860
402,linxia chengguanzhen,35.6003,103.2064,17.54,26,94,2.04,CN,1683865860
403,richards bay,-28.783,32.0377,21.16,84,33,3.75,ZA,1683865861
404,agat village,13.3886,144.6585,31.52,74,40,4.12,GU,1683865861
405,fallon,39.4735,-118.7774,16.07,33,20,2.57,US,1683865862
406,omutninsk,58.67,52.1932,12.1,41,23,1.28,RU,1683865862
407,buba,11.5833,-15.0,25.63,73,100,2.77,GW,1683865863
408,puerto deseado,-47.7503,-65.8938,12.37,52,100,7.03,AR,1683865863
409,san buenaventura,27.0833,-101.5333,30.82,43,1,2.75,MX,1683865864
410,greymouth,-42.4667,171.2,10.47,58,4,0.95,NZ,1683865864
411,newman,37.3138,-121.0208,20.13,72,0,1.34,US,1683865865
412,leksand,60.7339,15.0032,11.21,56,58,0.68,SE,1683865865
413,nouadhibou,20.931,-17.0347,17.46,95,52,7.88,MR,1683865866
414,moussoro,13.6408,16.4901,28.71,44,93,2.05,TD,1683865867
415,cill airne,52.05,-9.5167,7.2,98,42,1.4,IE,1683865868
416,dongyang,29.2678,120.2253,21.59,71,98,2.36,CN,1683865869
417,benguela,-12.5763,13.4055,23.7,88,21,1.54,AO,1683865871
418,labytnangi,66.6572,66.4183,-6.07,92,97,2.39,RU,1683865872
419,revda,56.801,59.9303,10.74,37,68,3.9,RU,1683865872
420,ringkobing,56.0901,8.244,10.05,80,85,4.09,DK,1683865873
421,happy valley-goose bay,53.3168,-60.3315,0.17,59,20,1.03,CA,1683865873
422,jaca,42.569,-0.5499,4.44,92,12,2.05,ES,1683865874
423,ellsworth,44.5434,-68.4195,13.13,83,0,0.0,US,1683865874
424,ad dilam,23.9915,47.1627,31.23,13,10,4.29,SA,1683865875
425,la sarre,48.8002,-79.1996,10.86,99,73,3.07,CA,1683865876
426,fuyang,32.9,115.8167,26.66,28,62,2.48,CN,1683865877
427,deoband,29.7,77.6833,37.17,8,40,3.02,IN,1683865877
428,dakhla,23.6848,-15.958,18.54,89,18,6.87,EH,1683865878
429,coquimbo,-29.9533,-71.3436,12.85,100,100,1.54,CL,1683865878
430,roja,57.5,22.8167,10.87,62,84,1.77,LV,1683865879
431,shihezi,44.3,86.0333,30.72,9,79,2.24,CN,1683865879
432,as sulayyil,20.4607,45.5779,28.14,17,0,4.24,SA,1683865880
433,vimmerby,57.6659,15.8552,10.05,55,17,1.54,SE,1683865881
434,decize,46.8285,3.4619,7.21,97,88,1.53,FR,1683865881
435,prien,30.1819,-93.2738,25.99,95,100,6.69,US,1683865881
436,north bend,43.4065,-124.2243,12.87,82,100,2.06,US,1683865757
437,igrim,63.1906,64.4162,7.99,42,87,2.08,RU,1683865883
438,leeton,-34.5667,146.4,22.72,29,37,0.91,AU,1683865883
439,nishinoomote,30.7333,131.0,22.31,68,75,5.14,JP,1683865884
440,santa maria,-29.6842,-53.8069,8.76,90,1,0.72,BR,1683865885
441,sovetskaya gavan',48.9723,140.2878,8.63,60,1,4.4,RU,1683865886
442,kratie,12.4881,106.0188,35.29,46,99,2.29,KH,1683865886
443,elverum,60.8819,11.5623,6.23,96,90,1.03,NO,1683865887
444,tadine,-21.55,167.8833,23.35,70,100,9.26,NC,1683865887
445,longonjo,-12.9067,15.2533,12.45,60,0,1.34,AO,1683865888
446,sao joao da barra,-21.6403,-41.0511,21.25,86,100,3.42,BR,1683865889
447,bamboo flat,11.7,92.7167,29.78,76,92,10.11,IN,1683865889
448,guerrero negro,27.9769,-114.0611,14.58,82,81,8.96,MX,1683865890
449,praia da vitoria,38.7333,-27.0667,17.09,100,75,2.96,PT,1683865891
450,penaranda de bracamonte,40.9011,-5.2003,4.21,90,47,2.22,ES,1683865892
451,dudinka,69.4058,86.1778,-13.54,90,78,6.83,RU,1683865892
452,pundong,-7.9522,110.3486,31.03,68,28,4.94,ID,1683865893
453,ouro preto do oeste,-10.7481,-62.2158,21.31,94,100,1.37,BR,1683865894
454,massaguet,12.4755,15.4365,29.28,21,68,1.22,TD,1683865895
455,cao bang,22.6667,106.25,28.86,51,79,2.81,VN,1683865895
456,khark,29.2614,50.3306,30.01,48,0,5.14,IR,1683865896
457,chumphon,10.3333,98.8333,34.01,37,93,3.53,TH,1683865896
458,laascaanood,8.4774,47.3597,26.17,61,100,6.77,SO,1683865897
459,rockdale,33.6501,-84.0166,21.22,85,0,0.0,US,1683865897
460,port douglas,-16.4833,145.4667,24.91,79,99,7.85,AU,1683865898
461,salumbar,24.1333,74.05,39.85,8,0,1.92,IN,1683865898
462,aioun,16.6614,-9.6149,31.71,9,68,2.41,MR,1683865899
463,talcahuano,-36.7167,-73.1167,11.82,100,80,2.06,CL,1683865899
464,mkushi,-13.6202,29.3939,13.49,75,1,1.78,ZM,1683865900
465,yuzhno-kurilsk,44.0306,145.8556,7.87,66,17,0.5,RU,1683865900
466,noosa heads,-26.3833,153.15,23.39,59,2,6.8,AU,1683865901
467,nenjiang,49.1833,125.2167,23.82,21,100,7.87,CN,1683865901
468,lata,40.1629,-8.3327,10.6,82,1,1.57,PT,1683865902
469,magadan,59.5667,150.8,8.63,78,45,2.47,RU,1683865902
470,pallisa,1.145,33.7094,20.0,90,99,1.15,UG,1683865903
471,kingscliff,-28.2667,153.5667,23.18,60,40,6.17,AU,1683865903
472,palikir - national government center,6.9248,158.1611,30.41,74,75,2.06,FM,1683865903
473,samraong,12.4526,105.5873,32.16,64,96,1.88,KH,1683865904
474,nieuw nickerie,5.95,-56.9833,24.79,90,87,4.09,SR,1683865905
475,tarakan,3.3,117.6333,32.72,66,40,3.09,ID,1683865906
476,kavieng,-2.5744,150.7967,27.87,78,88,1.21,PG,1683865906
477,verkhovazh'ye,60.7472,42.0465,14.6,51,99,2.91,RU,1683865907
478,raduzhny,62.0961,77.475,-3.01,47,94,4.39,RU,1683865907
479,rock springs,41.5875,-109.2029,11.69,79,100,8.75,US,1683865829
480,rabigh,22.7986,39.0349,33.09,20,0,4.24,SA,1683865908
481,midvagur,62.0511,-7.1939,8.46,93,75,3.09,FO,1683865908
482,arraial do cabo,-22.9661,-42.0278,21.82,79,95,5.2,BR,1683865909
483,matehuala,23.65,-100.65,21.83,59,0,5.31,MX,1683865909
484,yarmouth,41.7057,-70.2286,15.54,80,20,3.09,US,1683865909
485,kurumkan,54.3,110.3,10.82,32,70,1.63,RU,1683865910
486,sao vicente,-23.9631,-46.3919,22.77,26,88,0.45,BR,1683865910
487,porangatu,-13.4408,-49.1486,22.38,64,59,1.75,BR,1683865911
488,piura,-5.2,-80.6333,26.2,66,46,5.58,PE,1683865670
489,siniscola,40.5719,9.6922,12.75,80,15,3.2,IT,1683865912
490,belmonte,-15.8631,-38.8828,23.84,85,65,1.9,BR,1683865912
491,fomboni,-12.28,43.7425,26.58,74,49,1.13,KM,1683865912
492,zapata,26.9073,-99.2714,29.06,65,0,2.57,US,1683865654
493,kiunga,-6.1219,141.2906,30.8,70,89,0.95,PG,1683865913
494,paita,-5.0892,-81.1144,24.44,79,56,5.01,PE,1683865913
495,kiama,-34.6833,150.8667,24.65,56,4,2.43,AU,1683865775
496,dolores,-36.3132,-57.6792,7.97,89,48,1.79,AR,1683865914
497,ivdel',60.6911,60.4206,11.06,38,70,2.06,RU,1683865915
498,qaqortoq,60.7167,-46.0333,1.75,85,100,2.32,GL,1683865915
499,okhotsk,59.3833,143.3,3.22,79,100,3.29,RU,1683865916
500,lerwick,60.1545,-1.1494,8.0,87,0,3.08,GB,1683865916
501,kishtwar,33.3167,75.7667,23.48,19,69,1.37,IN,1683865918
502,naantali,60.4674,22.0243,10.23,62,0,1.03,FI,1683865918
503,palmas,-10.2128,-48.3603,24.93,94,0,1.54,BR,1683865918
504,selfoss,63.9331,-20.9971,9.47,97,100,7.68,IS,1683865919
505,arawa,-6.2132,155.5367,29.37,75,98,1.74,PG,1683865919
506,puerto san jose,13.9256,-90.8244,28.75,73,28,2.85,GT,1683865920
507,camocim,-2.9022,-40.8411,24.73,89,36,2.52,BR,1683865920
508,labrador city,52.9463,-66.9114,-0.05,69,0,2.06,CA,1683865921
509,el tarf,36.7672,8.3138,15.87,95,100,0.94,DZ,1683865921
510,mahina,-17.5065,-149.489,26.87,74,75,1.03,PF,1683865922
511,meadow lakes,61.6247,-149.6011,12.93,54,0,4.12,US,1683865922
512,leninskoye,41.7589,69.3864,25.27,35,96,8.54,KZ,1683865923
513,lugait,8.3411,124.2592,30.19,70,78,2.56,PH,1683865924
514,road town,18.4167,-64.6167,27.12,71,86,7.21,VG,1683865639
515,valparaiso,-33.0393,-71.6273,19.8,57,0,1.54,CL,1683865858
516,ataq,14.5377,46.8319,25.03,50,93,1.18,YE,1683865925
517,griffith,41.5284,-87.4237,20.7,59,0,0.0,US,1683865926
518,markovo,57.3206,107.0881,11.94,37,86,4.59,RU,1683865927
519,kirillov,59.863,38.3813,13.15,49,99,2.65,RU,1683865927
520,flying fish cove,-10.4217,105.6791,27.82,89,100,7.2,CX,1683865928
521,birao,10.2849,22.7882,28.1,57,97,1.02,CF,1683865929
522,tamanrasset,22.785,5.5228,22.95,18,0,4.12,DZ,1683865930
523,potsdam,52.3989,13.0657,15.05,71,34,1.34,DE,1683865930
524,vadso,70.0744,29.7487,6.49,100,75,4.63,NO,1683865931
525,hiratacho,35.4333,132.8167,22.98,35,75,5.14,JP,1683865931
526,sao mateus do sul,-25.8742,-50.3828,6.47,89,36,0.76,BR,1683865932
527,pangody,65.85,74.4859,-9.23,84,83,2.91,RU,1683865932
528,susuman,62.7833,148.1667,5.67,67,99,3.13,RU,1683865933
529,qorovulbozor,39.5006,64.7936,25.84,22,1,6.89,UZ,1683865935
530,sarpol-e zahab,34.4611,45.8626,27.66,20,0,2.24,IR,1683865935
531,shuangjiang,26.1547,109.7138,23.46,56,63,2.67,CN,1683865936
532,sabang,5.8933,95.3214,28.95,72,98,0.92,ID,1683865936
533,kozani,40.3011,21.7864,9.38,100,96,0.0,GR,1683865937
534,dhana,23.75,78.85,37.14,8,0,3.34,IN,1683865937
535,huarmey,-10.0681,-78.1522,21.98,87,99,3.48,PE,1683865938
536,moron,-34.6534,-58.6198,12.2,91,49,1.48,AR,1683865940
537,pemangkat,1.1667,108.9667,29.58,72,13,3.6,ID,1683865940
538,esperanza,19.5847,-70.9849,25.32,93,33,2.1,DO,1683865941
539,areia branca,-4.9561,-37.1369,25.83,76,72,4.04,BR,1683865942
540,altamira,-3.2033,-52.2064,22.58,98,100,0.86,BR,1683865944
541,burang,30.25,81.1667,6.04,20,1,0.22,CN,1683865945
542,toamasina,-18.1667,49.3833,23.0,94,75,2.06,MG,1683865945
543,roma,43.2128,-75.4557,16.04,85,0,0.0,US,1683865946
544,rauma,61.1272,21.5113,8.02,62,50,4.74,FI,1683865946
545,algeciras,36.1333,-5.4505,17.82,94,20,1.03,ES,1683865929
546,camayenne,9.535,-13.6878,27.05,89,40,4.12,GN,1683865947
547,akrehamn,59.2667,5.1833,8.14,93,100,2.57,NO,1683865948
548,weining,26.85,104.2333,9.33,80,100,2.81,CN,1683865949
549,schweizer-reneke,-27.1887,25.3293,12.26,40,42,3.6,ZA,1683865950
550,majene,-3.5403,118.9707,31.32,67,21,4.75,ID,1683865950
551,goure,13.9835,10.2704,25.63,17,99,3.01,NE,1683865951
552,beauvais,49.4167,2.0,8.13,96,0,2.57,FR,1683865952
553,thakurgaon,26.0333,88.4667,35.11,28,23,5.61,BD,1683865952
554,tan-tan,28.438,-11.1032,16.57,92,21,3.95,MA,1683865953
555,dancu,46.7592,28.2089,11.29,62,60,0.77,MD,1683865953
556,barreirinhas,-2.7469,-42.8264,24.4,92,14,1.45,BR,1683865954
557,aberdeen,57.1437,-2.0981,9.27,94,100,2.06,GB,1683865752
558,naze,28.3667,129.4833,23.51,61,18,4.26,JP,1683865825
559,chilmari,25.5559,89.6715,34.85,36,83,2.18,BD,1683865956
560,chibougamau,49.9168,-74.3659,11.79,62,100,1.03,CA,1683865854
561,chinchani,19.8667,72.7,32.53,58,4,4.65,IN,1683865957
562,bandon,51.7469,-8.7425,9.77,97,1,4.01,IE,1683865958
563,sosnogorsk,63.6023,53.8817,6.69,87,100,2.69,RU,1683865958
564,preobrazheniye,42.9019,133.9064,13.24,61,65,4.45,RU,1683865959
565,lagunas,-5.2269,-75.6753,22.11,99,35,0.51,PE,1683865960
566,kerikeri,-35.2268,173.9474,16.06,63,10,2.24,NZ,1683865960
567,qamdo,31.1667,97.2333,1.31,45,100,2.63,CN,1683865961
568,elliot lake,46.3834,-82.6331,12.18,95,35,1.94,CA,1683865824
569,walvis bay,-22.9575,14.5053,14.53,94,100,5.66,NA,1683865962
570,christchurch,-43.5333,172.6333,14.67,67,75,4.63,NZ,1683865904
571,sokolac,43.9397,18.8017,7.54,97,94,2.02,BA,1683865963
572,yelizovo,53.1873,158.3805,7.08,65,75,4.02,RU,1683865964
573,cabedelo,-6.9811,-34.8339,25.37,79,38,3.74,BR,1683865816
574,rio pardo de minas,-15.6097,-42.5397,20.14,66,96,1.15,BR,1683865965
575,kapshagay,43.8833,77.0833,27.64,20,100,2.93,KZ,1683865965
576,vorgashor,67.5833,63.95,-5.21,84,17,3.32,RU,1683865965
577,tambo,-14.8,-73.9167,1.24,72,23,2.51,PE,1683865966
578,luanda,-8.8368,13.2343,26.0,89,20,2.57,AO,1683865966
579,garoowe,8.4054,48.4845,28.09,58,100,7.5,SO,1683865967
580,marathon,44.9,-89.7668,19.58,58,75,2.06,US,1683865967
581,la passe,45.5549,-0.8967,11.1,88,89,2.4,FR,1683865967
